epoch,train_loss,val_loss,threshold,exact_count_accuracy,within_one_accuracy,mean_absolute_error,mean_signed_error,learning_rate
1,1.3085725760795701,1.1119050367458447,0.24999999999999997,0.07732732732732733,0.1539039039039039,24.975975975975977,-6.6591591591591595,0.0003
2,1.0365772837652287,0.9542344943718152,0.22499999999999998,0.07057057057057058,0.17492492492492492,18.135135135135137,-4.842342342342342,0.0003
3,0.9507719835429125,0.9391891279736081,0.22499999999999998,0.10810810810810811,0.23273273273273273,16.635135135135137,-4.445945945945946,0.0003
4,0.9051509615736948,0.9045106344394855,0.27499999999999997,0.11411411411411411,0.21846846846846846,15.99024024024024,-1.6989489489489489,0.0003
5,0.867782350213315,0.8562742249743717,0.24999999999999997,0.09534534534534535,0.22372372372372373,13.867867867867869,-0.11711711711711711,0.0003
6,0.8405357672239133,0.8412212148621991,0.24999999999999997,0.09534534534534535,0.21921921921921922,14.325825825825826,0.512012012012012,0.0003
7,0.8289902887657774,0.8319967702791855,0.27499999999999997,0.12762762762762764,0.27177177177177175,12.51951951951952,-1.635135135135135,0.0003
8,0.807898173723982,0.8139339850113556,0.22499999999999998,0.1524024024024024,0.31456456456456455,10.772522522522523,-1.6088588588588588,0.0003
9,0.7962854276576512,0.7938440933420852,0.27499999999999997,0.12912912912912913,0.256006006006006,12.76876876876877,-0.35585585585585583,0.0003
10,0.7773331060431933,0.8137001842707843,0.24999999999999997,0.14339339339339338,0.2927927927927928,11.864114114114114,-0.07432432432432433,0.0003
11,0.7698168958520666,0.7822908763144467,0.22499999999999998,0.13063063063063063,0.2875375375375375,10.78978978978979,0.3978978978978979,0.00015
12,0.7239940359670791,0.7481480995724509,0.24999999999999997,0.16666666666666666,0.3108108108108108,10.204204204204204,-0.46096096096096095,0.00015
13,0.7117598953157523,0.7517417893037424,0.24999999999999997,0.16816816816816818,0.33933933933933935,10.471471471471471,-0.7702702702702703,0.00015
14,0.7049605334196852,0.8126782701538132,0.24999999999999997,0.16966966966966968,0.35285285285285284,11.445945945945946,-0.9669669669669669,0.00015
15,0.7009956890876304,0.7502476883990629,0.27499999999999997,0.1554054054054054,0.33933933933933935,10.674924924924925,-1.1914414414414414,7.5e-05
16,0.6712359511908231,0.7388372618604351,0.24999999999999997,0.17342342342342343,0.34384384384384387,10.0487987987988,0.02177177177177177,7.5e-05
17,0.6641598847102671,0.7406275641766038,0.27499999999999997,0.1704204204204204,0.3641141141141141,10.346846846846846,-2.2432432432432434,7.5e-05
18,0.6618698828768842,0.7335886727940213,0.27499999999999997,0.1831831831831832,0.3633633633633634,10.804804804804805,-0.3933933933933934,7.5e-05
19,0.6539108260136814,0.7303427299400708,0.27499999999999997,0.19519519519519518,0.3633633633633634,10.542792792792794,-1.4857357357357357,3.75e-05
20,0.6446155585481528,0.7265343625803251,0.27499999999999997,0.1891891891891892,0.3663663663663664,11.19069069069069,-0.14264264264264265,3.75e-05
21,0.6345726644824928,0.7274411191811433,0.29999999999999993,0.17717717717717718,0.37462462462462465,11.092342342342342,-2.3025525525525525,3.75e-05
22,0.6341767071782144,0.7282980865275895,0.27499999999999997,0.1921921921921922,0.3911411411411411,10.832582582582583,-1.692942942942943,1.875e-05
23,0.6281934367099279,0.7188349551669471,0.27499999999999997,0.18768768768768768,0.3761261261261261,10.63963963963964,-0.7912912912912913,1.875e-05
24,0.6222282960717107,0.7276299801227208,0.27499999999999997,0.1704204204204204,0.3716216216216216,11.404654654654655,-0.5533033033033034,1.875e-05
