epoch,train_loss,val_loss,threshold,exact_count_accuracy,within_one_accuracy,mean_absolute_error,mean_signed_error,learning_rate
1,1.379828029812194,1.0220807460017671,0.19999999999999998,0.05037593984962406,0.15714285714285714,21.54736842105263,-3.401503759398496,0.0003
2,1.0418887423707488,1.013509795853966,0.19999999999999998,0.11503759398496241,0.24135338345864663,17.25187969924812,-6.179699248120301,0.0003
3,0.966957172943203,0.8932631585382877,0.22499999999999998,0.11804511278195488,0.24285714285714285,16.9203007518797,-4.368421052631579,0.0003
4,0.9004271970662,0.8681162679553929,0.19999999999999998,0.11353383458646617,0.26090225563909775,15.164661654135339,-1.6639097744360902,0.0003
5,0.8703625306158124,0.830517084560448,0.22499999999999998,0.12255639097744361,0.2774436090225564,13.265413533834586,-4.235338345864662,0.0003
6,0.8400700197722667,0.8838562837892905,0.175,0.14736842105263157,0.2894736842105263,12.384962406015038,-3.876691729323308,0.0003
7,0.8212070857361484,0.8069986327698356,0.24999999999999997,0.1511278195488722,0.3097744360902256,11.582706766917294,-1.9842105263157894,0.0003
8,0.8072633234644899,0.8035829923878935,0.19999999999999998,0.16390977443609023,0.318796992481203,10.933834586466165,-0.7654135338345864,0.0003
9,0.7927657956526054,0.7836895386527355,0.22499999999999998,0.1586466165413534,0.3105263157894737,10.152631578947368,-1.3090225563909774,0.0003
10,0.7937547043490825,0.8037716066254709,0.24999999999999997,0.12706766917293233,0.293984962406015,11.423308270676692,-1.0819548872180451,0.0003
11,0.7779681407100665,0.7729030970568047,0.24999999999999997,0.13909774436090225,0.32030075187969925,9.751127819548872,-2.31203007518797,0.0003
12,0.7730138001222463,0.7727712079322427,0.24999999999999997,0.12180451127819548,0.27669172932330827,9.982706766917293,0.4037593984962406,0.0003
13,0.7626039296514611,0.7585675197996591,0.22499999999999998,0.16090225563909774,0.3263157894736842,9.77593984962406,-1.2255639097744362,0.0003
14,0.7617377056656672,0.7806145705450747,0.22499999999999998,0.16015037593984963,0.3097744360902256,9.943609022556391,0.7842105263157895,0.00015
15,0.7165338778758956,0.7308863974379417,0.22499999999999998,0.17593984962406015,0.3323308270676692,8.859398496240601,0.7210526315789474,0.00015
16,0.71253591169489,0.7382885315028348,0.22499999999999998,0.162406015037594,0.3255639097744361,10.10375939849624,1.9699248120300752,0.00015
17,0.7033580569159318,0.7172185860854342,0.27499999999999997,0.17593984962406015,0.3406015037593985,8.589473684210526,-1.7308270676691728,0.00015
18,0.6947661135469932,0.7289718448779636,0.24999999999999997,0.15338345864661654,0.3075187969924812,9.012781954887219,0.5180451127819549,0.00015
19,0.6926673557345102,0.7855968471756555,0.22499999999999998,0.17669172932330826,0.3300751879699248,8.756390977443608,-2.730827067669173,0.00015
20,0.6890023773351484,0.7375123773078273,0.24999999999999997,0.16917293233082706,0.34887218045112783,8.895488721804512,-1.862406015037594,7.5e-05
21,0.6640279072601507,0.7088941773917891,0.24999999999999997,0.17593984962406015,0.34661654135338343,8.669924812030075,-0.6578947368421053,7.5e-05
22,0.6597538777602117,0.7131763719638488,0.24999999999999997,0.17218045112781954,0.3360902255639098,8.840601503759398,0.4691729323308271,7.5e-05
23,0.6573756925863187,0.7062549039049256,0.24999999999999997,0.17293233082706766,0.36541353383458647,9.025563909774435,-1.2240601503759398,3.75e-05
24,0.6471832736927671,0.7102947798830674,0.24999999999999997,0.17593984962406015,0.362406015037594,8.862406015037594,-0.8097744360902256,3.75e-05
25,0.639367161754881,0.7076702141952246,0.22499999999999998,0.18646616541353384,0.36466165413533835,8.830827067669173,-0.6233082706766917,3.75e-05
